"date","code","delta","value"
2020-03-26,RUB,-3435.27,139298.4900000001
2020-03-27,RUB,-30140,109158.4900000001
2020-03-28,RUB,-40093.48,69065.0100000001
2020-03-30,RUB,-3364.56,65700.4500000001
2020-03-31,USD,2.21,16627.78999999999
2020-03-31,RUB,-8221,57479.4500000001
2020-04-01,RUB,-11779.51,45699.9400000001
2020-04-02,RUB,-2996.18,42703.7600000001
2020-04-03,RUB,-4863.93,37839.830000000096
2020-04-04,RUB,-2684.03,35155.8000000001
2020-04-05,RUB,-5931,29224.800000000097
2020-04-06,RUB,-3752.62,25472.1800000001
2020-04-08,RUB,-1347.57,24124.6100000001
2020-04-09,RUB,0,24124.6100000001
2020-04-10,RUB,-62708.5,-38583.8899999999
2020-04-12,RUB,-2804.21,-41388.0999999999
2020-04-13,RUB,94000,52611.9000000001
2020-04-15,RUB,-7143.66,45468.24000000011
2020-04-16,RUB,-312.96,45155.28000000011
2020-04-17,RUB,-4762.08,40393.200000000106
2020-04-18,RUB,-229,40164.200000000106
2020-04-19,RUB,-4652.21,35511.99000000011
2020-04-20,RUB,-3790,31721.990000000107
2020-04-21,RUB,-8354,23367.990000000107
2020-04-24,RUB,-1012,22355.990000000107
2020-04-25,RUB,-8068.32,14287.670000000107
2020-04-26,RUB,-1185,13102.670000000107
2020-04-27,RUB,51450,64552.67000000011
2020-04-29,RUB,-16075.37,48477.300000000105
2020-04-30,USD,3.36,16631.14999999999
2020-04-30,RUB,-15810.06,32667.240000000107
2020-05-01,RUB,-359,32308.240000000107
2020-05-02,RUB,0,32308.240000000107
2020-05-05,RUB,-11198,21110.240000000107
2020-05-07,RUB,0,21110.240000000107
2020-05-08,RUB,94000,115110.2400000001
2020-05-09,RUB,-2257.26,112852.98000000011
2020-05-11,RUB,-1506.34,111346.64000000012
2020-05-12,RUB,-11516.25,99830.39000000012
2020-05-13,RUB,-15752.53,84077.86000000012
2020-05-14,RUB,-4115,79962.86000000012
2020-05-16,RUB,-13313.71,66649.15000000011
2020-05-17,RUB,-6356.64,60292.51000000011
2020-05-21,RUB,-3769.87,56522.64000000011
2020-05-22,RUB,-2897.43,53625.21000000011
2020-05-23,RUB,-14794,38831.21000000011
2020-05-24,RUB,-6176.49,32654.72000000011
2020-05-25,RUB,-299,32355.72000000011
2020-05-26,USD,692.52,17323.66999999999
2020-05-26,RUB,67740.52,100096.2400000001
2020-05-27,RUB,-82990,17106.240000000107
2020-05-30,RUB,-10753.48,6352.7600000001075
2020-05-31,USD,3.47,17327.139999999992
2020-06-01,RUB,-4022.35,2330.4100000001076
2020-06-03,RUB,-2217,113.41000000010763
2020-06-04,RUB,-10098.59,-9985.179999999893
2020-06-05,RUB,-99,-10084.179999999893
2020-06-06,RUB,-4015,-14099.179999999893
2020-06-07,RUB,-1000,-15099.179999999893
2020-06-08,RUB,-3953.98,-19053.159999999894
2020-06-10,RUB,41426.49,22373.330000000104
2020-06-11,RUB,-2065.64,20307.690000000104
2020-06-12,RUB,-1556.03,18751.660000000105
2020-06-15,RUB,-2801.19,15950.470000000105
2020-06-16,RUB,-1872.09,14078.380000000105
2020-06-17,RUB,-2089,11989.380000000105
2020-06-18,RUB,-5531.48,6457.900000000105
2020-06-19,RUB,-8839,-2381.099999999895
2020-06-20,RUB,-20970.19,-23351.28999999989
2020-06-21,RUB,-4501.9,-27853.189999999893
2020-06-22,RUB,-3204.57,-31057.759999999893
2020-06-23,RUB,-1704.26,-32762.01999999989
2020-06-24,RUB,-10249.27,-43011.28999999989
2020-06-25,USD,1073.73,18400.86999999999
2020-06-25,RUB,101786.08,58774.79000000011
2020-06-26,RUB,-65,58709.79000000011
2020-06-27,RUB,-1511.13,57198.66000000011
2020-06-28,RUB,-4133.74,53064.920000000115
2020-06-29,RUB,0,53064.920000000115
2020-06-30,USD,4.39,18405.25999999999
2020-06-30,RUB,-17294.2,35770.72000000012
2020-07-02,RUB,-1643.24,34127.48000000012
2020-07-03,RUB,-3905.74,30221.74000000012
2020-07-04,RUB,-265,29956.74000000012
2020-07-05,RUB,-1714.97,28241.77000000012
2020-07-06,RUB,-3260.48,24981.29000000012
2020-07-07,RUB,-8815,16166.290000000121
2020-07-09,RUB,92544,108710.29000000012
2020-07-10,RUB,-5271.27,103439.02000000012
2020-07-11,RUB,-6249,97190.02000000012
2020-07-12,RUB,-6675.99,90514.03000000012
2020-07-13,RUB,-10719,79795.03000000012
2020-07-14,RUB,-22540.36,57254.670000000115
2020-07-15,RUB,-500.97,56753.70000000011
2020-07-16,RUB,-7176.26,49577.44000000011
2020-07-17,RUB,-1809.03,47768.41000000011
2020-07-19,RUB,-9438.75,38329.66000000011
2020-07-20,RUB,-2897.43,35432.23000000011
2020-07-21,RUB,-2653.96,32778.27000000011
2020-07-22,RUB,-63329,-30550.729999999887
2020-07-23,RUB,-5041.58,-35592.30999999989
2020-07-24,RUB,86050,50457.69000000011
2020-07-25,RUB,-3032.14,47425.55000000011
2020-07-26,RUB,-1514.57,45910.98000000011
2020-07-28,RUB,-2117,43793.98000000011
2020-07-29,RUB,-3587,40206.98000000011
2020-07-30,RUB,-9784.62,30422.36000000011
2020-07-31,USD,1.4,18406.659999999993
2020-07-31,RUB,-3149.79,27272.57000000011
2020-08-01,RUB,-5912.36,21360.21000000011
2020-08-03,RUB,-5496.91,15863.300000000108
2020-08-04,RUB,-1150,14713.300000000108
2020-08-06,RUB,-3297.3,11416.00000000011
2020-08-07,RUB,0,11416.00000000011
2020-08-08,RUB,-7237.23,4178.77000000011
2020-08-09,RUB,-4301.01,-122.23999999989064
2020-08-10,RUB,65508.88,65386.64000000011
2020-08-11,RUB,-4463.35,60923.29000000011
2020-08-12,RUB,-299,60624.29000000011
2020-08-14,RUB,-4085.27,56539.02000000011
2020-08-15,RUB,-2526.34,54012.68000000011
2020-08-16,RUB,-306.15,53706.53000000011
2020-08-17,RUB,-4236.29,49470.24000000011
2020-08-18,RUB,-4399,45071.24000000011
2020-08-19,RUB,-3312,41759.24000000011
2020-08-20,RUB,-8275.54,33483.700000000106
2020-08-21,RUB,-1709,31774.700000000106
2020-08-22,RUB,-4102.38,27672.320000000105
2020-08-23,RUB,-299,27373.320000000105
2020-08-24,RUB,-831.44,26541.880000000107
2020-08-25,RUB,-62454.4,-35912.519999999895
2020-08-26,RUB,112811.7,76899.18000000011
2020-08-27,RUB,-49962.95,26936.230000000112
2020-08-28,RUB,-1121,25815.230000000112
2020-08-29,RUB,-1919.69,23895.540000000114
2020-08-30,RUB,-3265.99,20629.550000000112
2020-08-31,USD,1.43,18408.089999999993
2020-08-31,RUB,-10583.17,10046.380000000112
2020-09-01,RUB,-5558.29,4488.090000000112
2020-09-02,RUB,-3216.75,1271.340000000112
2020-09-04,RUB,-2845.95,-1574.6099999998878
2020-09-05,RUB,8780,7205.390000000112
2020-09-06,RUB,-12226.39,-5020.999999999887
2020-09-07,USD,-62.09,18345.999999999993
2020-09-07,RUB,-15376.5,-20397.499999999887
2020-09-08,RUB,-3966.17,-24363.66999999989
2020-09-09,RUB,-291.88,-24655.54999999989
2020-09-10,RUB,95554.95,70899.40000000011
2020-09-11,RUB,-2614.52,68284.8800000001
2020-09-12,RUB,-23934.88,44350.0000000001
2020-09-13,RUB,-1852.41,42497.5900000001
2020-09-14,RUB,-6306,36191.5900000001
2020-09-15,RUB,-9794.72,26396.870000000097
2020-09-16,RUB,-314.05,26082.820000000098
2020-09-17,RUB,0,26082.820000000098
2020-09-18,RUB,-5963.66,20119.160000000098
2020-09-19,RUB,-3736.55,16382.610000000099
2020-09-20,RUB,-941.17,15441.440000000099
2020-09-21,RUB,-22035.5,-6594.059999999901
2020-09-22,RUB,-4690.59,-11284.649999999901
2020-09-23,RUB,-1637,-12921.649999999901
2020-09-24,RUB,109319,96397.3500000001
2020-09-25,RUB,-5860.17,90537.1800000001
2020-09-26,RUB,-2699.65,87837.5300000001
2020-09-27,RUB,-63742.64,24094.8900000001
2020-09-28,RUB,-11887.14,12207.750000000102
2020-09-29,RUB,-2648,9559.750000000102
2020-09-30,RUB,13643,23202.750000000102
2020-10-01,RUB,-2806.22,20396.5300000001
2020-10-02,RUB,-2064.39,18332.1400000001
2020-10-03,RUB,-12328.98,6003.160000000102
2020-10-04,USD,-100,18245.999999999993
2020-10-04,RUB,2681.39,8684.550000000101
2020-10-05,GBP,30.39,110.82999999999997
2020-10-05,RUB,-8495.39,189.16000000010172
2020-10-06,RUB,-1484.61,-1295.4499999998982
2020-10-07,RUB,-1233.91,-2529.3599999998983
2020-10-08,GBP,-30.39,80.43999999999997
2020-10-08,RUB,2381.39,-147.9699999998984
2020-10-09,RUB,88522.68,88374.7100000001
2020-10-10,RUB,-12263.25,76111.4600000001
2020-10-11,RUB,-1718.54,74392.9200000001
2020-10-12,RUB,-2867.9,71525.0200000001
2020-10-13,RUB,-2497.3,69027.7200000001
2020-10-14,RUB,-1926.76,67100.96000000011
2020-10-15,RUB,-8794.64,58306.32000000011
2020-10-16,RUB,-5523.34,52782.98000000011
2020-10-17,RUB,-2731.6,50051.380000000114
2020-10-18,RUB,-4921.52,45129.86000000012
2020-10-19,RUB,-1189.3,43940.560000000114
2020-10-20,RUB,-3943.64,39996.920000000115
2020-10-21,RUB,-5730.85,34266.070000000116
2020-10-22,RUB,-7094.52,27171.550000000116
2020-10-24,RUB,-3774.32,23397.230000000116
2020-10-25,RUB,-3481.55,19915.680000000117
2020-10-26,RUB,-1777.5,18138.180000000117
2020-10-27,RUB,52285.99,70424.17000000011
2020-10-28,RUB,-754.2,69669.97000000012
2020-10-29,RUB,-3157.03,66512.94000000012
2020-10-30,RUB,-4168.12,62344.820000000116
2020-10-31,RUB,-1678.67,60666.15000000012
2020-11-01,RUB,-3547.09,57119.060000000114
2020-11-02,RUB,-562.25,56556.810000000114
2020-11-03,RUB,-1840.29,54716.52000000011
2020-11-04,RUB,-2894.02,51822.50000000012
2020-11-05,RUB,-4537.54,47284.960000000116
2020-11-06,RUB,-7146.65,40138.310000000114
2020-11-07,RUB,-2251.36,37886.95000000011
2020-11-08,RUB,-4084.9,33802.05000000011
2020-11-10,RUB,-36329.13,-2527.0799999998853
2020-11-11,RUB,-4386.4,-6913.479999999885
2020-11-12,RUB,-8199.08,-15112.559999999885
2020-11-13,RUB,97750,82637.44000000012
2020-11-14,RUB,-2618.32,80019.12000000011
2020-11-15,RUB,-3234,76785.12000000011
2020-11-16,RUB,-846.05,75939.07000000011
2020-11-17,RUB,-11066.58,64872.49000000011
2020-11-18,RUB,-4376.86,60495.63000000011
2020-11-19,RUB,-1237.5,59258.13000000011
2020-11-20,RUB,-5215.16,54042.9700000001
2020-11-21,RUB,-2459,51583.9700000001
2020-11-22,RUB,-3152.54,48431.4300000001
2020-11-24,RUB,-662.52,47768.910000000105
2020-11-25,RUB,95239.75,143008.6600000001
2020-11-26,RUB,-3034.47,139974.1900000001
2020-11-27,RUB,-7657.7,132316.49000000008
2020-11-28,RUB,-3100.47,129216.02000000008
2020-11-29,RUB,-3126.4,126089.62000000008
2020-11-30,RUB,6975.12,133064.74000000008
2020-12-01,RUB,-11752.82,121311.92000000007
2020-12-02,RUB,-1805.8,119506.12000000007
2020-12-03,RUB,-3779.09,115727.03000000007
2020-12-05,RUB,-7412.45,108314.58000000007
2020-12-06,RUB,-4194.12,104120.46000000008
2020-12-09,RUB,-22371.63,81748.83000000007
2020-12-10,RUB,-2900.31,78848.52000000008
2020-12-11,RUB,94045.01,172893.5300000001
2020-12-12,RUB,-5227,167666.5300000001
2020-12-13,RUB,-2821.54,164844.99000000008
2020-12-14,RUB,-4717.6,160127.39000000007
2020-12-15,RUB,-7833.61,152293.7800000001
2020-12-16,RUB,-14547.55,137746.2300000001
2020-12-17,RUB,-315,137431.2300000001
2020-12-18,RUB,-2570.56,134860.6700000001
2020-12-19,RUB,-3284.8,131575.8700000001
2020-12-20,RUB,-2693.34,128882.53000000012
2020-12-21,RUB,-3672.54,125209.99000000012
2020-12-22,RUB,-7195.29,118014.70000000013
2020-12-24,RUB,-74668.71,43345.99000000012
2020-12-25,RUB,258271.92,301617.91000000015
2020-12-26,RUB,-11453,290164.91000000015
2020-12-27,RUB,-2700.46,287464.4500000001
2020-12-28,RUB,-35194.18,252270.27000000014
2020-12-29,RUB,-3320.27,248950.00000000015
2020-12-30,RUB,14717.52,263667.52000000014
2020-12-31,RUB,-2419.56,261247.96000000014
2021-01-01,RUB,-2919.53,258328.43000000014
2021-01-03,RUB,-7678.78,250649.65000000014
2021-01-04,RUB,-5473.63,245176.02000000014
2021-01-06,RUB,-3655,241521.02000000014
2021-01-07,RUB,-1749.28,239771.74000000014
2021-01-08,RUB,-5189.76,234581.98000000013
2021-01-09,RUB,-512,234069.98000000013
2021-01-10,RUB,-18548.69,215521.29000000012
2021-01-11,RUB,98000,313521.29000000015
2021-01-12,RUB,-31750.6,281770.6900000002
2021-01-13,RUB,-2019,279751.6900000002
2021-01-14,RUB,-2244.2,277507.49000000017
2021-01-15,RUB,-2701.82,274805.67000000016
2021-01-16,RUB,-2987.34,271818.33000000013
2021-01-17,RUB,-11731.64,260086.69000000012
2021-01-18,RUB,-1170.28,258916.41000000012
2021-01-20,RUB,-2768.25,256148.16000000012
2021-01-21,RUB,-4343.94,251804.22000000012
2021-01-22,RUB,-1660.6,250143.6200000001
2021-01-23,RUB,-2150.68,247992.94000000012
2021-01-24,RUB,-2080.06,245912.88000000012
2021-01-25,RUB,166182.88,412095.7600000001
2021-01-26,USD,330,18575.999999999993
2021-01-26,EUR,930,950.8800000000019
2021-01-26,RUB,-180661.23,231434.53000000012
2021-01-27,RUB,-3534,227900.53000000012
2021-01-28,RUB,-20583.48,207317.0500000001
2021-01-29,RUB,-9789.99,197527.0600000001
2021-01-30,RUB,-8653.78,188873.28000000012
2021-02-01,RUB,-190,188683.28000000012
2021-02-02,RUB,-6060.14,182623.1400000001
2021-02-03,RUB,-1381.48,181241.6600000001
2021-02-04,RUB,-1748.16,179493.5000000001
2021-02-05,RUB,-2907.06,176586.4400000001
2021-02-06,RUB,-2240.66,174345.7800000001
2021-02-07,RUB,-1828,172517.7800000001
2021-02-08,RUB,-4610.74,167907.0400000001
2021-02-09,RUB,807.07,168714.1100000001
2021-02-10,RUB,97720.4,266434.5100000001
2021-02-11,RUB,-2508,263926.5100000001
2021-02-12,USD,210,18785.999999999993
2021-02-12,EUR,207,1157.880000000002
2021-02-12,RUB,-90253.16,173673.35000000012
2021-02-13,RUB,-1467.03,172206.32000000012
2021-02-14,RUB,-2172.91,170033.41000000012
2021-02-15,RUB,-7691.95,162341.4600000001
2021-02-16,RUB,-5900.33,156441.13000000012
2021-02-17,RUB,0,156441.13000000012
2021-02-18,USD,220,19005.999999999993
2021-02-18,RUB,-23593.55,132847.58000000013
2021-02-19,RUB,-3670,129177.58000000013
2021-02-20,RUB,-24111.21,105066.37000000014
2021-02-21,RUB,-5161.08,99905.29000000014
2021-02-22,RUB,-2148.25,97757.04000000014
2021-02-23,RUB,-1570.66,96186.38000000014
2021-02-25,RUB,112264.09,208450.47000000015
2021-02-26,RUB,-28173.08,180277.39000000013
2021-02-27,RUB,-71228.59,109048.80000000013
2021-02-28,RUB,2500,111548.80000000013
2021-03-01,RUB,-7490.48,104058.32000000014
2021-03-02,RUB,-9352.91,94705.41000000013
2021-03-03,RUB,-4492.18,90213.23000000013
2021-03-04,RUB,-6725.53,83487.70000000013
2021-03-05,RUB,-1062.58,82425.12000000013
2021-03-06,RUB,-4045.7,78379.42000000013
2021-03-07,RUB,-1915.36,76464.06000000013
2021-03-08,EUR,-137,1020.8800000000019
2021-03-08,RUB,-5447.28,71016.78000000013
2021-03-09,USD,-400,18605.999999999993
2021-03-09,RUB,4616.95,75633.73000000013
2021-03-10,USD,400,19005.999999999993
2021-03-10,EUR,200,1220.880000000002
2021-03-10,RUB,43381.28,119015.01000000013
2021-03-11,RUB,-2338,116677.01000000013
2021-03-12,RUB,-2426.69,114250.32000000012
2021-03-13,RUB,-3114.1,111136.22000000012
2021-03-14,RUB,-1711.68,109424.54000000012
2021-03-15,RUB,-1778.25,107646.29000000012
2021-03-16,RUB,-7858.69,99787.60000000012
2021-03-17,RUB,-1667.51,98120.09000000013
2021-03-18,RUB,-5026.3,93093.79000000012
2021-03-19,RUB,-1444.41,91649.38000000012
2021-03-20,RUB,-3575.59,88073.79000000012
2021-03-21,RUB,-6186,81887.79000000012
2021-03-23,RUB,-870.36,81017.43000000012
2021-03-24,RUB,-771.66,80245.77000000012
2021-03-25,RUB,-2135.81,78109.96000000012
2021-03-26,RUB,-12809.31,65300.650000000125
2021-03-27,RUB,-43263.2,22037.450000000128
2021-03-28,RUB,-6892.98,15144.470000000128
2021-03-29,RUB,135555.55,150700.0200000001
2021-03-30,RUB,-7334.06,143365.9600000001
2021-03-31,RUB,7164.15,150530.1100000001
2021-04-01,RUB,-4193.44,146336.6700000001
2021-04-02,RUB,-5090.69,141245.9800000001
2021-04-03,RUB,-1543.96,139702.0200000001
2021-04-04,RUB,-16335.75,123366.2700000001
2021-04-05,RUB,-4605.05,118761.2200000001
2021-04-06,RUB,-9999.79,108761.43000000011
2021-04-07,RUB,-947.61,107813.82000000011
2021-04-08,EUR,10,1230.880000000002
2021-04-08,RUB,-4649.79,103164.03000000012
2021-04-09,USD,20,19025.999999999993
2021-04-09,RUB,114349.66,217513.69000000012
2021-04-10,RUB,-10488.17,207025.5200000001
2021-04-11,RUB,-1275.1,205750.4200000001
2021-04-12,RUB,-109,205641.4200000001
2021-04-13,RUB,-55407.42,150234.00000000012
2021-04-14,RUB,-3275.84,146958.16000000012
2021-04-15,RUB,-4033.83,142924.33000000013
2021-04-16,RUB,-9105.32,133819.01000000013
2021-04-17,RUB,-32641.88,101177.13000000012
2021-04-18,RUB,-38214.4,62962.73000000012
2021-04-19,RUB,-729.39,62233.34000000012
2021-04-20,RUB,-2733.7,59499.64000000012
2021-04-21,RUB,1546.71,61046.35000000012
2021-04-22,RUB,-1665.07,59381.28000000012
2021-04-23,RUB,-24496.27,34885.010000000126
2021-04-24,RUB,-16212.29,18672.720000000125
2021-04-25,RUB,-1190.36,17482.360000000124
2021-04-26,RUB,-3867.9,13614.460000000125
2021-04-27,RUB,-40000,-26385.539999999877
2021-04-28,RUB,-20586.39,-46971.92999999988
2021-04-29,RUB,121000.06,74028.13000000012
2021-04-30,EUR,-230,1000.8800000000019
2021-04-30,RUB,13651.66,87679.79000000012
2021-05-01,RUB,-2550.05,85129.74000000012
2021-05-02,RUB,-5719.54,79410.20000000013
2021-05-03,RUB,-609.43,78800.77000000014
2021-05-04,RUB,5959.65,84760.42000000013
2021-05-05,RUB,-5740.8,79019.62000000013
2021-05-06,RUB,-10811.93,68207.69000000012
2021-05-07,RUB,97393.25,165600.94000000012
2021-05-08,RUB,-7321.62,158279.32000000012
2021-05-09,USD,400,19425.999999999993
2021-05-09,RUB,-32707.4,125571.92000000013
2021-05-10,RUB,-4000.58,121571.34000000013
2021-05-11,RUB,-11809,109762.34000000013
2021-05-12,RUB,-5951.37,103810.97000000013
2021-05-13,RUB,-4507.92,99303.05000000013
2021-05-14,RUB,-5718.45,93584.60000000014
2021-05-15,RUB,-3095.33,90489.27000000014
2021-05-16,RUB,-6476.7,84012.57000000014
2021-05-17,RUB,-1999.7,82012.87000000014
2021-05-18,RUB,-1873.9,80138.97000000015
2021-05-19,RUB,-7895.03,72243.94000000015
2021-05-20,RUB,-3163.97,69079.97000000015
2021-05-21,RUB,-588.88,68491.09000000014
2021-05-22,RUB,-3901.29,64589.80000000014
2021-05-23,RUB,-2355.16,62234.640000000145
2021-05-24,USD,-80,19345.999999999993
2021-05-24,RUB,549.17,62783.81000000014
2021-05-25,RUB,-1839,60944.81000000014
2021-05-26,RUB,-6083.68,54861.13000000014
2021-05-27,RUB,-1230,53631.13000000014
2021-05-28,EUR,127.7,1128.580000000002
2021-05-28,RUB,-16616.83,37014.30000000014
2021-05-29,RUB,75150,112164.30000000013
2021-05-31,RUB,8035.7,120200.00000000013
2021-06-01,USD,24.19,19370.18999999999
2021-06-01,RUB,-7646.69,112553.31000000013
2021-06-02,RUB,-6951,105602.31000000013
2021-06-03,RUB,-8585.56,97016.75000000013
2021-06-04,RUB,-2025,94991.75000000013
2021-06-05,RUB,-2604.83,92386.92000000013
2021-06-06,RUB,-27054.43,65332.49000000013
2021-06-07,RUB,-5068.2,60264.29000000013
2021-06-08,USD,-30,19340.18999999999
2021-06-08,RUB,-684.69,59579.60000000013
2021-06-09,RUB,-6703.2,52876.40000000013
2021-06-10,RUB,96552.2,149428.60000000012
2021-06-11,RUB,-8861.87,140566.73000000013
2021-06-12,RUB,-1972.01,138594.72000000012
2021-06-13,RUB,-2125.84,136468.88000000012
2021-06-14,RUB,-831,135637.88000000012
2021-06-15,RUB,-4170.62,131467.26000000013
2021-06-16,RUB,-6859.22,124608.04000000012
2021-06-17,RUB,-3940.51,120667.53000000013
2021-06-18,RUB,-1483.43,119184.10000000014
2021-06-19,RUB,-18642.5,100541.60000000014
2021-06-20,RUB,-2599.98,97941.62000000014
2021-06-21,RUB,-11783.19,86158.43000000014
2021-06-22,RUB,-5104.26,81054.17000000014
2021-06-23,RUB,-925.81,80128.36000000015
2021-06-24,RUB,-13237.63,66890.73000000014
2021-06-25,RUB,354034.56,420925.29000000015
2021-06-26,RUB,-1911,419014.29000000015
2021-06-27,RUB,-95960.11,323054.18000000017
2021-06-28,RUB,-6083.86,316970.3200000002
2021-06-29,RUB,-7490.68,309479.6400000002
2021-06-30,RUB,8814.99,318294.6300000002
2021-07-01,RUB,-3224.06,315070.5700000002
2021-07-02,RUB,-4017.22,311053.3500000002
2021-07-03,RUB,-1179.3,309874.0500000002
2021-07-04,RUB,-17979.9,291894.1500000002
2021-07-05,RUB,-4573.51,287320.6400000002
2021-07-06,RUB,-17601,269719.6400000002
2021-07-07,RUB,-8500,261219.6400000002
2021-07-08,RUB,-10378.33,250841.3100000002
2021-07-09,RUB,93031.23,343872.5400000002
2021-07-10,RUB,33934.67,377807.2100000002
2021-07-11,RUB,-13994.49,363812.7200000002
2021-07-12,RUB,-422,363390.7200000002
2021-07-13,RUB,-4478.9,358911.8200000002
2021-07-14,RUB,-7493.11,351418.7100000002
2021-07-15,RUB,-3261.54,348157.1700000002
2021-07-16,RUB,-15434.81,332722.3600000002
2021-07-17,RUB,-7629.08,325093.2800000002
2021-07-18,RUB,-5253.2,319840.0800000002
2021-07-19,RUB,-2131.08,317709.0000000002
2021-07-20,RUB,-18103.36,299605.6400000002
2021-07-21,RUB,-19102.8,280502.8400000002
2021-07-22,RUB,-1227.83,279275.0100000002
2021-07-23,RUB,-3586.42,275688.5900000002
2021-07-24,RUB,-9865.66,265822.9300000002
2021-07-25,RUB,-1740.26,264082.6700000002
2021-07-26,RUB,-11215.84,252866.83000000022
2021-07-27,RUB,-5089.33,247777.50000000023
2021-07-28,RUB,-4034,243743.50000000023
2021-07-29,RUB,180388.34,424131.8400000002
2021-07-30,RUB,-12186.21,411945.6300000002
2021-07-31,RUB,-16541,395404.6300000002
2021-08-01,RUB,-11130.48,384274.1500000002
2021-08-02,RUB,-6739.39,377534.7600000002
2021-08-03,RUB,-3330.37,374204.3900000002
2021-08-04,RUB,-3950.81,370253.5800000002
2021-08-05,RUB,-11885.19,358368.3900000002
2021-08-06,EUR,2454,3582.5800000000017
2021-08-06,RUB,-212395.63,145972.76000000018
2021-08-07,RUB,-34893.85,111078.91000000018
2021-08-08,RUB,-1717.62,109361.29000000018
2021-08-09,RUB,-19832.36,89528.93000000018
2021-08-10,RUB,105638.12,195167.05000000016
2021-08-11,RUB,119450.98,314618.03000000014
2021-08-12,RUB,-6335.89,308282.14000000013
2021-08-13,RUB,-7917.75,300364.39000000013
2021-08-14,RUB,-14345.78,286018.6100000001
2021-08-15,RUB,-4166.63,281851.9800000001
2021-08-16,RUB,-3082.29,278769.6900000001
2021-08-17,RUB,148400,427169.6900000001
2021-08-18,RUB,-278256.92,148912.77000000014
2021-08-19,RUB,-34835.25,114077.52000000014
2021-08-20,RUB,-1212.36,112865.16000000013
2021-08-21,RUB,-5344.89,107520.27000000014
2021-08-22,RUB,-7312.7,100207.57000000014
2021-08-23,RUB,-17111,83096.57000000014
2021-08-24,RUB,-11701.51,71395.06000000014
2021-08-25,RUB,22132.56,93527.62000000014
2021-08-26,RUB,-1936.24,91591.38000000014
2021-08-27,EUR,-140,3442.5800000000017
2021-08-27,RUB,-6355.17,85236.21000000014
2021-08-28,RUB,-6496.49,78739.72000000013
2021-08-29,RUB,-8510.26,70229.46000000014
2021-08-30,RUB,-7405.72,62823.740000000136
2021-08-31,USD,0.45,19340.639999999992
