"date","code","delta","value"
2012-05-13,RUB,-214,8319.749999999898
2012-05-14,RUB,-3402.93,4916.819999999898
2012-05-15,RUB,1300000,1304916.8199999998
2012-05-16,RUB,-660,1304256.8199999998
2012-05-18,USD,-2580.64,24503.51999999999
2012-05-18,RUB,78980,1383236.8199999998
2012-05-19,RUB,-55412.77,1327824.0499999998
2012-05-20,USD,-2061.94,22441.57999999999
2012-05-20,RUB,62412.77,1390236.8199999998
2012-05-21,RUB,-1000,1389236.8199999998
2012-05-22,RUB,-1400,1387836.8199999998
2012-05-23,USD,-1302.99,21138.58999999999
2012-05-23,RUB,-1375520,12316.819999999832
2012-05-24,RUB,-15000,-2683.1800000001676
2012-05-26,USD,-4873.42,16265.16999999999
2012-05-26,RUB,151460,148776.81999999983
2012-05-27,USD,-4873.42,11391.749999999989
2012-05-27,RUB,153040,301816.81999999983
2012-05-28,USD,-2056.96,9334.78999999999
2012-05-28,RUB,-291200,10616.819999999832
2012-05-29,RUB,-2550,8066.819999999832
2012-06-02,USD,-865.93,8468.85999999999
2012-06-02,EUR,-3245.45,1831.7700000000013
2012-06-02,RUB,131697.75,139764.56999999983
2012-06-03,USD,-39,8429.85999999999
2012-06-03,RUB,-5346,134418.56999999983
2012-06-06,USD,-4623.51,3806.3499999999894
2012-06-06,RUB,150000,284418.56999999983
2012-06-07,USD,3800,7606.349999999989
2012-06-07,RUB,-3576,280842.56999999983
2012-06-08,RUB,-400,280442.56999999983
2012-06-10,USD,-3114.22,4492.12999999999
2012-06-10,RUB,85496,365938.56999999983
2012-06-11,RUB,-3161,362777.56999999983
2012-06-12,RUB,-1245.59,361531.9799999998
2012-06-13,RUB,-41600,319931.9799999998
2012-06-14,USD,-38.68,4453.44999999999
2012-06-14,RUB,1245.59,321177.56999999983
2012-06-15,RUB,-700,320477.56999999983
2012-06-16,RUB,-1030,319447.56999999983
2012-06-18,RUB,-609,318838.56999999983
2012-06-20,USD,-930.23,3523.21999999999
2012-06-20,RUB,-108479,210359.56999999983
2012-06-21,RUB,-1225,209134.56999999983
2012-06-22,RUB,-1000,208134.56999999983
2012-06-23,USD,-596.66,2926.55999999999
2012-06-23,RUB,6219.04,214353.60999999984
2012-06-24,USD,-22.94,2903.61999999999
2012-06-24,RUB,-3022.3,211331.30999999985
2012-06-25,RUB,-2275,209056.30999999985
2012-06-26,RUB,-3822.74,205233.56999999986
2012-06-30,USD,-91.74,2811.87999999999
2012-06-30,RUB,500,205733.56999999986
2012-07-03,RUB,-60000,145733.56999999986
2012-07-06,USD,3800,6611.87999999999
2012-07-06,RUB,-34500,111233.56999999986
2012-07-07,RUB,-1500,109733.56999999986
2012-07-08,RUB,-2000,107733.56999999986
2012-07-09,RUB,-2095,105638.56999999986
2012-07-10,RUB,-42400,63238.56999999986
2012-07-12,RUB,-1750,61488.56999999986
2012-07-13,RUB,-43645,17843.56999999986
2012-07-14,RUB,-11419,6424.5699999998615
2012-07-15,RUB,-4520,1904.5699999998615
2012-07-16,RUB,-1430,474.56999999986147
2012-07-17,RUB,-6681,-6206.4300000001385
2012-07-18,RUB,-1800,-8006.4300000001385
2012-07-19,USD,-1889.76,4722.11999999999
2012-07-19,RUB,-1000,-9006.430000000139
2012-07-20,USD,-1895.73,2826.38999999999
2012-07-20,RUB,33080,24073.56999999986
2012-07-22,RUB,-800,23273.56999999986
2012-07-23,RUB,-7444,15829.569999999861
2012-07-24,RUB,-20366,-4536.4300000001385
2012-07-25,RUB,-43760,-48296.43000000014
2012-07-26,RUB,-43930,-92226.43000000014
2012-07-27,RUB,1026,-91200.43000000014
2012-07-28,RUB,-2000,-93200.43000000014
2012-07-29,RUB,-700,-93900.43000000014
2012-07-30,RUB,-20500,-114400.43000000014
2012-07-31,USD,-100,2726.38999999999
2012-07-31,RUB,-17500,-131900.43000000014
2012-08-02,RUB,-1860,-133760.43000000014
2012-08-03,RUB,-550,-134310.43000000014
2012-08-05,RUB,-1053,-135363.43000000014
2012-08-07,USD,3700,6426.38999999999
2012-08-09,USD,-127,6299.38999999999
2012-08-09,RUB,3242,-132121.43000000014
2012-08-12,USD,-126.98,6172.409999999991
2012-08-12,RUB,250,-131871.43000000014
2012-08-13,USD,-2539.68,3632.729999999991
2012-08-13,RUB,35500,-96371.43000000014
2012-08-14,RUB,-3200,-99571.43000000014
2012-08-15,RUB,-776,-100347.43000000014
2012-08-18,RUB,-2793,-103140.43000000014
2012-08-19,USD,-152.38,3480.349999999991
2012-08-19,RUB,1900,-101240.43000000014
2012-08-20,RUB,-3286,-104526.43000000014
2012-08-22,USD,-41.8,3438.5499999999906
2012-08-22,RUB,-1300,-105826.43000000014
2012-08-23,USD,-604.13,2834.4199999999905
2012-08-23,RUB,19000,-86826.43000000014
2012-08-25,RUB,6500,-80326.43000000014
2012-08-26,RUB,-3295,-83621.43000000014
2012-08-27,RUB,-788,-84409.43000000014
2012-08-28,RUB,-2400,-86809.43000000014
2012-08-29,RUB,890200,803390.5699999998
2012-08-30,USD,-44.9,2789.5199999999904
2012-08-30,RUB,-550,802840.5699999998
2012-09-03,RUB,-9625.08,793215.4899999999
2012-09-04,USD,-94.49,2695.0299999999907
2012-09-04,RUB,1290,794505.4899999999
2012-09-05,RUB,-1576.56,792928.9299999998
2012-09-06,USD,3800,6495.029999999991
2012-09-06,RUB,-1087,791841.9299999998
2012-09-07,USD,-823.48,5671.54999999999
2012-09-07,RUB,8955.13,800797.0599999998
2012-09-08,RUB,-492,800305.0599999998
2012-09-10,RUB,-4600,795705.0599999998
2012-09-12,RUB,-135,795570.0599999998
2012-09-14,USD,-298.74,5372.80999999999
2012-09-15,RUB,-644,794926.0599999998
2012-09-16,RUB,-5451.8,789474.2599999998
2012-09-17,USD,-2013.22,3359.58999999999
2012-09-17,RUB,2718,792192.2599999998
2012-09-18,RUB,-54000,738192.2599999998
2012-09-20,RUB,-15000,723192.2599999998
2012-09-21,RUB,-800,722392.2599999998
2012-09-22,RUB,-1950,720442.2599999998
2012-09-23,RUB,-1860,718582.2599999998
2012-09-25,RUB,-500,718082.2599999998
2012-09-26,RUB,0,718082.2599999998
2012-09-29,USD,-32.63,3326.95999999999
2012-09-29,RUB,-45502.88,672579.3799999998
2012-09-30,RUB,-3661,668918.3799999998
2012-10-04,RUB,-41235,627683.3799999998
2012-10-06,RUB,-19000,608683.3799999998
2012-10-07,RUB,-2620,606063.3799999998
2012-10-10,USD,-251.63,3075.32999999999
2012-10-10,RUB,7700,613763.3799999998
2012-10-12,RUB,-16288,597475.3799999998
2012-10-13,RUB,-8497,588978.3799999998
2012-10-14,RUB,-27060,561918.3799999998
2012-10-17,USD,3790,6865.32999999999
2012-10-17,RUB,-9450,552468.3799999998
2012-10-18,RUB,-48550,503918.3799999998
2012-10-19,RUB,-173300,330618.3799999998
2012-10-20,RUB,-4900,325718.3799999998
2012-10-21,USD,-1320.13,5545.19999999999
2012-10-21,RUB,10650,336368.3799999998
2012-10-22,RUB,-43000,293368.3799999998
2012-10-23,RUB,-17500,275868.3799999998
2012-10-24,RUB,-7700,268168.3799999998
2012-10-25,USD,-168.56,5376.639999999989
2012-10-25,RUB,-159.76,268008.61999999976
2012-10-26,USD,2300,7676.639999999989
2012-10-26,RUB,-105000,163008.61999999976
2012-10-27,RUB,-2132,160876.61999999976
2012-10-29,RUB,-27373.88,133502.73999999976
2012-10-30,RUB,-300,133202.73999999976
2012-11-01,USD,-313.89,7362.749999999989
2012-11-01,RUB,15200,148402.73999999976
2012-11-02,RUB,-1000,147402.73999999976
2012-11-03,RUB,-59660,87742.73999999976
2012-11-04,RUB,-3900,83842.73999999976
2012-11-05,RUB,-8208,75634.73999999976
2012-11-07,RUB,-2000.24,73634.49999999975
2012-11-08,RUB,-316,73318.49999999975
2012-11-09,RUB,-1660,71658.49999999975
2012-11-10,RUB,-800,70858.49999999975
2012-11-11,RUB,-860,69998.49999999975
2012-11-14,RUB,-1680,68318.49999999975
2012-11-17,RUB,-650,67668.49999999975
2012-11-18,RUB,-1750,65918.49999999975
2012-11-19,RUB,-5000,60918.49999999975
2012-11-21,RUB,-580,60338.49999999975
2012-11-27,RUB,-11500,48838.49999999975
2012-11-28,RUB,-31704,17134.499999999753
2012-11-29,RUB,-37723.88,-20589.380000000245
2012-11-30,RUB,152600,132010.61999999976
2012-12-02,RUB,-8015,123995.61999999976
2012-12-04,RUB,-1600,122395.61999999976
2012-12-05,RUB,-10850,111545.61999999976
2012-12-07,RUB,-5000,106545.61999999976
2012-12-08,RUB,-1800,104745.61999999976
2012-12-09,RUB,-55435,49310.61999999976
2012-12-11,RUB,-250,49060.61999999976
2012-12-15,RUB,-49655.41,-594.790000000241
2012-12-16,RUB,-3158,-3752.790000000241
2012-12-20,RUB,-405,-4157.790000000241
2012-12-21,RUB,-4848,-9005.790000000241
2012-12-22,RUB,-5100,-14105.790000000241
2012-12-23,RUB,-26814.24,-40920.030000000246
2012-12-24,RUB,-1050,-41970.030000000246
2012-12-25,RUB,131901.28,89931.24999999975
2012-12-26,RUB,-91489.88,-1558.630000000252
2012-12-28,RUB,-44814,-46372.63000000025
2012-12-30,RUB,-2000,-48372.63000000025
2013-01-02,RUB,-950,-49322.63000000025
2013-01-03,RUB,-4116,-53438.63000000025
2013-01-04,RUB,-150,-53588.63000000025
2013-01-05,RUB,-46207.7,-99796.33000000025
2013-01-06,RUB,-1400,-101196.33000000025
2013-01-07,RUB,-150,-101346.33000000025
2013-01-08,RUB,-250,-101596.33000000025
2013-01-11,RUB,-1600,-103196.33000000025
2013-01-12,RUB,-3525,-106721.33000000025
2013-01-13,RUB,-450,-107171.33000000025
2013-01-17,RUB,-5698,-112869.33000000025
2013-01-19,USD,-1072.03,6290.719999999989
2013-01-19,RUB,24888.48,-87980.85000000025
2013-01-20,RUB,-1500,-89480.85000000025
2013-01-25,RUB,-2250,-91730.85000000025
2013-01-26,RUB,-3300,-95030.85000000025
2013-01-27,RUB,-1178,-96208.85000000025
2013-01-28,RUB,-950,-97158.85000000025
2013-01-30,RUB,-27373.88,-124532.73000000026
2013-01-31,RUB,81617.6,-42915.13000000025
2013-02-01,RUB,-25390,-68305.13000000025
2013-02-02,RUB,-14827,-83132.13000000025
2013-02-03,RUB,-1690,-84822.13000000025
2013-02-04,RUB,-9500,-94322.13000000025
2013-02-07,USD,-912.16,5378.5599999999895
2013-02-07,RUB,24990,-69332.13000000025
2013-02-08,USD,-371.62,5006.93999999999
2013-02-08,RUB,-39400,-108732.13000000025
2013-02-10,RUB,-1059.62,-109791.75000000025
2013-02-12,USD,-37.37,4969.56999999999
2013-02-13,RUB,-600,-110391.75000000025
2013-02-14,USD,-100,4869.56999999999
2013-02-14,RUB,2140,-108251.75000000025
2013-02-17,RUB,-1000,-109251.75000000025
2013-02-19,RUB,-400,-109651.75000000025
2013-02-20,USD,-741.99,4127.57999999999
2013-02-20,RUB,1000,-108651.75000000025
2013-02-23,USD,-667.78,3459.79999999999
2013-02-23,RUB,20000,-88651.75000000025
2013-02-24,USD,-53.07,3406.72999999999
2013-02-24,RUB,-3748,-92399.75000000025
2013-02-25,RUB,-1400,-93799.75000000025
2013-02-26,RUB,-5300,-99099.75000000025
2013-02-27,RUB,-700,-99799.75000000025
2013-02-28,RUB,90421.12,-9378.630000000252
2013-03-01,RUB,-499.4,-9878.030000000252
2013-03-02,RUB,-77776.9,-87654.93000000024
2013-03-03,RUB,-3066.79,-90721.72000000023
2013-03-04,RUB,-599,-91320.72000000023
2013-03-06,RUB,-600,-91920.72000000023
2013-03-07,RUB,-518,-92438.72000000023
2013-03-08,RUB,-3090,-95528.72000000023
2013-03-09,RUB,-800,-96328.72000000023
2013-03-10,RUB,-844.9,-97173.62000000023
2013-03-15,RUB,0,-97173.62000000023
2013-03-16,RUB,-3750,-100923.62000000023
2013-03-17,USD,-395.79,3010.93999999999
2013-03-17,RUB,-3018.9,-103942.52000000022
2013-03-21,RUB,-2988.58,-106931.10000000022
2013-03-22,RUB,-2800,-109731.10000000022
2013-03-23,RUB,968800,859068.8999999998
2013-03-25,RUB,-250,858818.8999999998
2013-03-26,RUB,-44000,814818.8999999998
2013-03-28,USD,-26.27,2984.66999999999
2013-03-28,RUB,121250,936068.8999999998
2013-03-29,RUB,-940553.7,-4484.800000000163
2013-03-30,RUB,-9923,-14407.800000000163
2013-03-31,RUB,-35248.68,-49656.48000000016
2013-04-01,RUB,-455,-50111.48000000016
2013-04-02,RUB,-23519.72,-73631.20000000016
2013-04-04,RUB,-615,-74246.20000000016
2013-04-05,USD,-0.02,2984.64999999999
2013-04-05,RUB,54121.72,-20124.480000000156
2013-04-06,RUB,-10218.96,-30343.440000000155
2013-04-07,RUB,-18840,-49183.440000000155
2013-04-08,RUB,-531,-49714.440000000155
2013-04-09,RUB,-416,-50130.440000000155
2013-04-10,RUB,-247,-50377.440000000155
2013-04-12,RUB,-1802,-52179.440000000155
2013-04-13,RUB,-3160,-55339.440000000155
2013-04-14,RUB,-5857.41,-61196.85000000015
2013-04-15,RUB,-319,-61515.85000000015
2013-04-16,RUB,40830,-20685.85000000015
2013-04-17,RUB,-22150,-42835.85000000015
2013-04-18,RUB,-7946,-50781.85000000015
2013-04-20,RUB,-6462.05,-57243.900000000154
2013-04-21,RUB,-1790,-59033.900000000154
2013-04-22,RUB,-461,-59494.900000000154
2013-04-23,RUB,-503,-59997.900000000154
2013-04-24,RUB,121800,61802.099999999846
2013-04-25,RUB,-443,61359.099999999846
2013-04-28,GBP,120,120
2013-04-28,RUB,-11687.91,49671.18999999984
2013-05-03,GBP,120,240
2013-05-03,RUB,-6142.93,43528.25999999984
2013-05-04,GBP,-126.1,113.9
2013-05-04,RUB,-50078.55,-6550.290000000161
2013-05-05,RUB,-5368,-11918.290000000161
2013-05-07,RUB,-250,-12168.290000000161
2013-05-08,RUB,-29715.34,-41883.630000000165
2013-05-09,RUB,-1755,-43638.630000000165
2013-05-12,RUB,-328,-43966.630000000165
2013-05-13,RUB,-598,-44564.630000000165
2013-05-14,RUB,-457,-45021.630000000165
2013-05-15,RUB,-43300,-88321.63000000016
2013-05-16,RUB,-1045,-89366.63000000016
2013-05-17,RUB,-5208,-94574.63000000016
2013-05-18,RUB,137664.07,43089.43999999984
2013-05-19,RUB,-450,42639.43999999984
2013-05-20,RUB,-250,42389.43999999984
2013-05-21,RUB,-988.86,41400.57999999984
2013-05-22,RUB,-218,41182.57999999984
2013-05-23,RUB,-287,40895.57999999984
2013-05-24,RUB,-410,40485.57999999984
2013-05-25,RUB,-544.32,39941.25999999984
2013-05-26,RUB,-361,39580.25999999984
2013-05-27,RUB,-311,39269.25999999984
2013-05-28,RUB,121494,160763.25999999983
2013-05-29,RUB,-430,160333.25999999983
2013-05-30,RUB,-337,159996.25999999983
2013-05-31,RUB,-2313.2,157683.05999999982
2013-06-01,RUB,-13893.5,143789.55999999982
2013-06-02,RUB,-1183,142606.55999999982
2013-06-03,RUB,-25537.72,117068.83999999982
2013-06-04,RUB,-2762,114306.83999999982
2013-06-05,RUB,-43257,71049.83999999982
2013-06-07,RUB,-2330,68719.83999999982
2013-06-08,RUB,-3241.31,65478.529999999824
2013-06-09,RUB,-12499.74,52978.789999999826
2013-06-10,RUB,-267,52711.789999999826
2013-06-11,RUB,-658,52053.789999999826
2013-06-12,RUB,-15530.65,36523.139999999825
2013-06-13,RUB,-637,35886.139999999825
2013-06-14,RUB,-9477.9,26408.239999999823
2013-06-15,RUB,-7124.5,19283.739999999823
2013-06-16,RUB,-1228.3,18055.439999999824
2013-06-20,RUB,-292,17763.439999999824
2013-06-21,RUB,-1087,16676.439999999824
2013-06-22,RUB,-3072,13604.439999999824
2013-06-23,RUB,-2666.29,10938.149999999823
2013-06-25,RUB,174000,184938.14999999982
2013-06-26,RUB,-1896,183042.14999999982
2013-06-27,RUB,-375,182667.14999999982
2013-06-28,RUB,-46564.27,136102.87999999983
2013-06-29,RUB,-6452,129650.87999999983
2013-06-30,RUB,-12523.5,117127.37999999983
2013-07-02,RUB,-80436.12,36691.259999999835
2013-07-03,RUB,-609,36082.259999999835
2013-07-04,RUB,-269,35813.259999999835
2013-07-05,RUB,-273,35540.259999999835
2013-07-06,RUB,-2600,32940.259999999835
2013-07-07,RUB,-1621.57,31318.689999999835
2013-07-08,RUB,-1514,29804.689999999835
2013-07-09,RUB,-211,29593.689999999835
2013-07-10,RUB,-786,28807.689999999835
2013-07-11,RUB,-357,28450.689999999835
2013-07-12,RUB,-1865.5,26585.189999999835
2013-07-13,USD,-395.05,2589.59999999999
2013-07-13,RUB,-547.97,26037.219999999834
2013-07-14,RUB,-6209,19828.219999999834
2013-07-15,RUB,-269,19559.219999999834
2013-07-16,RUB,-236,19323.219999999834
2013-07-17,RUB,-1300.03,18023.189999999835
2013-07-18,RUB,-2471,15552.189999999835
2013-07-19,RUB,-1333,14219.189999999835
2013-07-20,RUB,-3462.95,10756.239999999834
2013-07-21,RUB,-1787.03,8969.209999999834
2013-07-22,RUB,-207,8762.209999999834
2013-07-23,RUB,-247,8515.209999999834
2013-07-25,RUB,-1244,7271.209999999834
2013-07-26,RUB,26141.43,33412.63999999983
2013-07-27,RUB,-150,33262.63999999983
2013-07-28,RUB,-7816.42,25446.219999999834
2013-07-29,RUB,130343,155789.21999999983
2013-07-30,RUB,-165,155624.21999999983
2013-07-31,RUB,-1607,154017.21999999983
2013-08-01,RUB,-433,153584.21999999983
2013-08-02,RUB,-26256,127328.21999999983
2013-08-03,RUB,-29262.69,98065.52999999982
2013-08-04,RUB,-4696.7,93368.82999999983
2013-08-06,RUB,-207,93161.82999999983
2013-08-07,RUB,-256.5,92905.32999999983
2013-08-09,RUB,-339,92566.32999999983
2013-08-10,RUB,-1325.59,91240.73999999983
2013-08-11,RUB,-12936,78304.73999999983
2013-08-12,RUB,-9199.88,69104.85999999983
2013-08-13,RUB,-2960,66144.85999999983
2013-08-14,RUB,-634,65510.859999999826
2013-08-15,RUB,-1475,64035.859999999826
2013-08-16,RUB,-1468.66,62567.19999999982
2013-08-17,RUB,2398,64965.19999999982
2013-08-18,USD,157.25,2746.84999999999
2013-08-18,EUR,139.8,1971.5700000000013
2013-08-18,RUB,0,64965.19999999982
2013-08-19,RUB,-1615.39,63349.80999999982
2013-08-20,RUB,-1364.85,61984.959999999825
2013-08-21,RUB,-284.5,61700.459999999825
2013-08-22,RUB,-2831,58869.459999999825
2013-08-23,RUB,-143,58726.459999999825
2013-08-24,RUB,-94.2,58632.25999999983
2013-08-25,RUB,-618,58014.25999999983
2013-08-26,RUB,-2218,55796.25999999983
2013-08-27,RUB,-5866.87,49929.389999999825
2013-08-28,RUB,-2608.71,47320.679999999826
2013-08-29,RUB,129238.7,176559.37999999983
2013-08-30,RUB,-693,175866.37999999983
2013-08-31,RUB,-774,175092.37999999983
2013-09-01,RUB,-31724,143368.37999999983
2013-09-02,RUB,-24834.74,118533.63999999982
2013-09-03,RUB,-253,118280.63999999982
2013-09-04,RUB,-971.48,117309.15999999983
2013-09-05,RUB,-450,116859.15999999983
2013-09-06,RUB,-615,116244.15999999983
2013-09-07,RUB,-1200,115044.15999999983
2013-09-08,RUB,-4619.95,110424.20999999983
2013-09-09,RUB,-2461.78,107962.42999999983
2013-09-11,RUB,-488,107474.42999999983
2013-09-12,RUB,198488.05,305962.4799999998
2013-09-13,RUB,-27160.9,278801.5799999998
2013-09-14,RUB,-32348.74,246452.8399999998
2013-09-15,RUB,-7098.67,239354.16999999978
2013-09-16,RUB,-273,239081.16999999978
2013-09-17,RUB,-1125,237956.16999999978
2013-09-18,RUB,-10789,227167.16999999978
2013-09-19,RUB,-2879,224288.16999999978
2013-09-20,RUB,-1049.3,223238.8699999998
2013-09-21,RUB,-527,222711.8699999998
2013-09-22,RUB,-2011.33,220700.5399999998
2013-09-24,RUB,-395,220305.5399999998
2013-09-25,RUB,-3799.57,216505.9699999998
2013-09-26,RUB,130243,346748.9699999998
2013-09-27,RUB,-3268,343480.9699999998
2013-09-28,RUB,-1101,342379.9699999998
2013-09-29,RUB,-1786.08,340593.8899999998
2013-09-30,RUB,-778,339815.8899999998
2013-10-01,RUB,-1256,338559.8899999998
2013-10-02,RUB,-26153.15,312406.73999999976
2013-10-03,RUB,1717,314123.73999999976
2013-10-04,RUB,-487,313636.73999999976
2013-10-05,RUB,-4417.4,309219.33999999973
2013-10-07,RUB,-1641.86,307577.47999999975
2013-10-08,RUB,-9330.6,298246.8799999998
2013-10-09,RUB,-688.66,297558.2199999998
2013-10-10,RUB,-127626,169932.2199999998
2013-10-11,RUB,-11420,158512.2199999998
2013-10-12,RUB,-7208.3,151303.9199999998
2013-10-13,RUB,-20926.63,130377.2899999998
2013-10-14,RUB,-1959.72,128417.5699999998
2013-10-15,RUB,-693.65,127723.91999999981
2013-10-16,RUB,-1020,126703.91999999981
2013-10-17,RUB,2500,129203.91999999981
2013-10-18,RUB,-1720,127483.91999999981
2013-10-19,RUB,-3213,124270.91999999981
2013-10-21,RUB,-824,123446.91999999981
2013-10-22,RUB,-6214,117232.91999999981
2013-10-23,RUB,-293,116939.91999999981
2013-10-25,RUB,-6819.8,110120.1199999998
2013-10-26,RUB,-30113.97,80006.1499999998
2013-10-27,RUB,-15910.53,64095.619999999806
2013-10-28,RUB,-409.7,63685.91999999981
2013-10-29,RUB,129806,193491.9199999998
2013-10-30,RUB,-483,193008.9199999998
2013-10-31,RUB,0,193008.9199999998
2013-11-01,RUB,-717,192291.9199999998
2013-11-02,RUB,-79624.32,112667.5999999998
2013-11-03,RUB,0,112667.5999999998
2013-11-04,RUB,-13330.68,99336.91999999981
2013-11-05,RUB,-63980.82,35356.09999999981
2013-11-06,RUB,-463,34893.09999999981
2013-11-07,RUB,-250,34643.09999999981
2013-11-08,RUB,-393,34250.09999999981
2013-11-09,RUB,-160,34090.09999999981
2013-11-10,USD,-2199.11,547.7399999999898
2013-11-10,EUR,-1971.57,0.0000000000013642420526593924
2013-11-10,RUB,-4049.55,30040.54999999981
2013-11-11,RUB,-4122,25918.54999999981
2013-11-12,RUB,-4724.29,21194.25999999981
2013-11-13,RUB,-2384.54,18809.71999999981
2013-11-14,RUB,-2998.32,15811.399999999809
2013-11-15,RUB,-358.3,15453.09999999981
2013-11-16,RUB,-3925,11528.09999999981
2013-11-17,RUB,-4397.38,7130.719999999809
2013-11-18,RUB,-1030.9,6099.819999999809
2013-11-19,RUB,-1819.8,4280.0199999998085
2013-11-20,RUB,-1736.99,2543.0299999998088
2013-11-22,RUB,-396.17,2146.8599999998087
2013-11-23,RUB,-492,1654.8599999998087
2013-11-24,USD,-100,447.7399999999898
2013-11-24,RUB,1025.84,2680.699999999809
2013-11-25,RUB,-340,2340.699999999809
2013-11-26,RUB,-195,2145.699999999809
2013-11-27,RUB,-220,1925.6999999998088
2013-11-28,RUB,130071,131996.6999999998
2013-11-29,RUB,-561.91,131434.7899999998
2013-11-30,RUB,-6288.09,125146.69999999981
2013-12-01,RUB,-43333.75,81812.94999999981
2013-12-02,RUB,-12774,69038.94999999981
2013-12-03,RUB,-23262.72,45776.22999999981
2013-12-04,RUB,-577,45199.22999999981
2013-12-05,RUB,-342,44857.22999999981
2013-12-06,RUB,-718,44139.22999999981
2013-12-07,RUB,-16832.51,27306.71999999981
2013-12-08,RUB,-1630,25676.71999999981
2013-12-09,RUB,-120,25556.71999999981
2013-12-10,RUB,-145,25411.71999999981
2013-12-13,RUB,-3483.7,21928.019999999808
2013-12-14,RUB,-436,21492.019999999808
2013-12-15,RUB,-7144.88,14347.139999999807
2013-12-17,RUB,-852.91,13494.229999999807
2013-12-18,RUB,-236,13258.229999999807
2013-12-19,RUB,-400,12858.229999999807
2013-12-20,RUB,-227,12631.229999999807
2013-12-21,RUB,-4500,8131.229999999807
2013-12-22,RUB,-381,7750.229999999807
2013-12-23,RUB,-1822.85,5927.379999999806
2013-12-24,RUB,739553,745480.3799999998
2013-12-25,RUB,-524865,220615.37999999977
2013-12-26,RUB,-53540.19,167075.18999999977
2013-12-27,RUB,-46837.4,120237.78999999978
2013-12-28,RUB,-11378.51,108859.27999999978
2013-12-29,RUB,-3075.23,105784.04999999978
2013-12-30,RUB,-7755,98029.04999999978
2013-12-31,RUB,-2380.85,95648.19999999978
2014-01-02,RUB,-1000,94648.19999999978
2014-01-03,RUB,-20432.74,74215.45999999977
2014-01-04,RUB,-8072.54,66142.91999999978
2014-01-05,USD,-6.74,440.99999999998977
2014-01-05,RUB,264.27,66407.18999999978
2014-01-07,RUB,-3335.44,63071.74999999978
2014-01-09,RUB,-8495.73,54576.019999999786
2014-01-10,RUB,-41144.51,13431.509999999784
2014-01-11,RUB,-695,12736.509999999784
2014-01-12,RUB,-3074,9662.509999999784
2014-01-13,RUB,-597,9065.509999999784
2014-01-14,RUB,-304,8761.509999999784
2014-01-15,RUB,-1987,6774.509999999784
2014-01-16,RUB,-425,6349.509999999784
2014-01-17,RUB,-421,5928.509999999784
2014-01-19,RUB,-1935,3993.5099999997838
2014-01-20,RUB,-350,3643.5099999997838
2014-01-21,RUB,-175,3468.5099999997838
2014-01-22,RUB,-768,2700.5099999997838
2014-01-23,RUB,-263,2437.5099999997838
2014-01-24,RUB,-493.7,1943.8099999997837
2014-01-27,RUB,-313,1630.8099999997837
2014-01-28,RUB,-278,1352.8099999997837
2014-01-29,RUB,130345.61,131698.41999999978
2014-01-30,RUB,-282,131416.41999999978
2014-01-31,RUB,-959,130457.41999999978
2014-02-01,RUB,-63426.5,67030.91999999978
2014-02-02,RUB,-836,66194.91999999978
2014-02-03,RUB,-2544.77,63650.14999999978
2014-02-04,RUB,-3859.97,59790.17999999978
2014-02-05,RUB,-20197,39593.17999999978
2014-02-06,RUB,-1854.14,37739.03999999978
2014-02-07,RUB,-627,37112.03999999978
2014-02-08,RUB,-8883.03,28229.009999999784
2014-02-09,RUB,-4560.5,23668.509999999784
2014-02-11,RUB,-787.58,22880.929999999782
2014-02-12,RUB,-1337.35,21543.579999999783
2014-02-14,RUB,-1586,19957.579999999783
2014-02-16,RUB,-300,19657.579999999783
2014-02-17,RUB,-226,19431.579999999783
2014-02-18,RUB,-948.5,18483.079999999783
2014-02-19,RUB,-400,18083.079999999783
2014-02-21,RUB,-6857.71,11225.369999999784
2014-02-22,RUB,-818.5,10406.869999999784
2014-02-24,RUB,-177,10229.869999999784
2014-02-25,RUB,-167,10062.869999999784
2014-02-26,RUB,-227,9835.869999999784
2014-02-27,RUB,-2167.5,7668.369999999784
2014-02-28,RUB,104653,112321.36999999979
2014-03-01,RUB,-1415,110906.36999999979
2014-03-03,RUB,-5994.77,104911.59999999979
2014-03-04,RUB,-5000,99911.59999999979
2014-03-05,RUB,-246,99665.59999999979
2014-03-07,RUB,-1381,98284.59999999979
2014-03-08,RUB,-5720,92564.59999999979
2014-03-09,RUB,-600,91964.59999999979
2014-03-10,RUB,-2040,89924.59999999979
2014-03-11,RUB,-1163.5,88761.09999999979
2014-03-12,RUB,-183,88578.09999999979
2014-03-13,RUB,-328,88250.09999999979
2014-03-14,RUB,-500,87750.09999999979
2014-03-15,RUB,-44939.88,42810.21999999979
2014-03-16,RUB,-5658.49,37151.72999999979
2014-03-17,RUB,-2202.51,34949.21999999979
2014-03-18,RUB,-525,34424.21999999979
2014-03-22,RUB,-157,34267.21999999979
2014-03-24,RUB,-177,34090.21999999979
2014-03-25,RUB,-1075.29,33014.92999999979
2014-03-26,RUB,-23941.2,9073.729999999789
2014-03-27,RUB,130119,139192.72999999978
2014-03-28,RUB,-775,138417.72999999978
2014-03-29,RUB,-35119.9,103297.82999999978
2014-03-30,RUB,-21109.02,82188.80999999978
2014-04-01,RUB,-49300,32888.80999999978
2014-04-02,RUB,-2682.77,30206.03999999978
2014-04-03,RUB,-3796.9,26409.139999999778
2014-04-04,RUB,-609,25800.139999999778
